MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
3.859,1.541,1.929,2.760,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.260,2.056,5.012,5.012,1.194,0.730,2.440,2.440,1.194,6.675,1.541,1.541,1.541,1.820,1.820,1.820,1.541,10.922,2.260,0.000,9.979,12.364,0.730,1.820,0.730,1.541,2.472,0.000,0.000,2.472,0.000,0.000,1.194,0.000,1.541,0.730,1.541,2.260,1.820,0.730,1.541,2.056,5.012,1.194,1.194,9.951,1.541,1.541,1.194,0.000,7.309,0.000,0.000,0.000,0.000,0.730,0.730,1.194,0.000,3.128,14.192,1.541,1.194,11.983
3.859,1.541,2.001,2.851,0.730,1.194,1.541,1.541,1.820,1.194,2.260,2.056,0.730,1.820,2.056,2.056,2.260,5.285,5.285,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.194,1.541,1.820,1.820,1.194,1.194,12.031,2.260,0.000,9.610,12.990,0.730,1.194,0.730,1.541,2.473,0.000,0.000,2.473,0.000,0.730,0.730,0.730,1.194,0.730,1.541,2.056,1.820,1.194,1.820,2.056,5.285,1.194,0.730,9.088,1.541,1.541,0.000,0.000,6.733,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.194,1.541,1.820,12.044
6.338,1.541,1.875,2.768,0.730,1.194,1.194,1.541,1.194,1.194,3.128,2.056,0.730,1.820,0.730,2.056,2.440,4.138,4.138,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.541,1.820,1.541,1.820,11.322,1.820,6.512,0.000,11.641,0.730,1.194,0.730,1.541,2.403,0.000,0.000,2.403,0.730,0.000,0.730,0.000,1.194,0.730,1.194,2.056,1.820,0.000,2.056,2.056,4.138,1.194,1.194,10.292,1.541,0.000,1.194,8.511,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,3.128,14.194,1.541,1.820,11.878
3.859,1.541,1.886,2.768,0.730,1.194,1.194,1.541,1.194,1.194,3.859,2.056,0.730,1.820,2.056,2.056,2.260,4.648,4.381,0.730,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.541,1.541,1.820,1.541,0.730,8.865,1.194,10.226,7.712,11.946,0.730,1.541,0.730,1.541,2.414,0.000,0.000,2.414,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.056,1.820,0.000,2.056,1.820,4.545,1.541,0.730,9.088,1.541,1.541,1.194,7.412,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,2.440,14.195,1.541,1.820,11.777
3.859,1.541,1.886,2.747,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.056,2.260,5.248,5.248,1.194,0.730,1.820,2.440,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.820,7.861,1.194,10.302,10.089,12.523,0.730,1.820,0.730,1.194,2.449,0.000,0.000,2.449,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,5.248,1.194,0.730,9.026,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.192,1.541,1.820,11.857
7.021,1.541,1.852,2.742,0.730,1.194,1.541,1.541,1.820,1.194,3.530,2.056,0.730,1.541,2.056,2.750,2.056,2.056,2.056,0.730,0.730,2.750,2.750,1.194,9.788,0.730,1.541,1.820,1.194,1.820,1.820,2.056,10.040,2.260,0.000,12.870,13.773,0.730,1.820,0.730,1.541,2.518,0.000,0.000,2.518,0.730,0.000,1.194,0.000,1.194,0.730,0.730,2.260,1.820,0.730,1.820,2.056,2.056,1.194,1.194,10.635,1.541,1.541,1.194,8.059,6.268,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.194,14.198,1.541,1.820,12.676
5.357,1.541,1.793,2.814,0.730,1.194,1.194,1.541,1.194,1.194,3.011,2.056,0.730,1.820,1.541,2.440,2.056,2.260,2.260,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.194,1.820,1.820,2.056,12.992,2.260,0.000,6.292,13.169,0.730,1.820,0.730,1.541,2.495,10.873,0.000,2.551,0.730,0.000,0.730,0.730,0.730,0.730,1.194,2.260,1.820,0.730,0.000,2.056,2.260,1.194,1.194,11.031,1.541,1.541,1.194,7.724,5.094,0.000,0.000,8.081,0.000,0.730,1.820,1.194,0.000,2.603,14.197,1.541,1.194,12.387
3.859,0.730,1.929,2.794,0.730,1.194,1.541,1.541,1.820,1.194,3.618,2.056,0.730,1.820,2.056,2.603,2.056,0.730,0.730,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.541,2.056,4.138,2.260,0.000,13.557,13.601,0.730,1.820,0.730,1.541,2.509,0.000,0.000,2.509,0.000,0.000,1.194,0.000,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,0.730,1.194,1.541,11.595,1.541,1.541,1.194,0.000,7.426,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.194,1.541,1.820,12.428
7.991,1.194,1.695,2.664,0.730,1.194,1.541,1.541,1.820,1.194,3.782,2.056,0.730,0.000,1.820,1.820,2.056,6.427,0.730,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.194,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.282,11.282,0.730,1.194,0.730,1.541,2.371,11.208,0.000,2.488,0.000,0.000,1.194,0.000,1.194,1.541,1.541,2.603,1.820,0.000,2.056,1.194,14.197,0.000,0.000,0.000,1.194,1.194,0.730,0.000,0.000,6.694,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.197,1.194,1.541,11.635
3.859,1.541,1.872,2.744,0.730,1.194,1.541,1.541,1.820,1.194,3.341,2.056,0.730,1.820,2.056,2.056,2.440,5.012,5.012,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.194,11.379,2.260,0.000,8.014,11.996,0.730,1.820,0.730,1.541,2.417,0.000,0.000,2.417,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,5.012,1.541,0.730,9.629,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,0.730,14.194,1.541,1.820,11.752
5.685,1.541,1.864,2.824,0.730,1.194,0.730,1.541,1.541,1.194,3.438,2.056,0.730,1.820,1.820,2.260,2.260,2.886,2.886,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.820,1.541,1.820,1.541,2.056,7.897,2.260,0.000,10.793,11.487,0.730,1.194,0.730,1.541,2.384,11.055,0.000,2.490,0.000,0.730,1.194,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,2.886,0.730,1.194,9.641,1.541,1.541,1.194,0.000,6.099,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.194,1.541,1.820,12.084
5.357,1.194,1.813,2.713,0.730,1.194,1.541,1.541,1.820,1.194,2.886,2.056,0.730,1.820,1.541,2.260,2.260,6.022,5.559,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.820,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.561,11.561,0.730,1.541,0.730,1.541,2.389,0.000,9.460,2.452,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.730,1.820,1.820,3.933,1.541,1.194,10.411,1.541,1.541,1.194,6.881,0.000,0.000,0.000,0.000,0.000,0.730,1.541,0.730,9.716,2.750,14.192,1.541,1.820,11.648
6.448,1.194,1.991,2.757,0.000,1.194,0.730,0.730,1.541,0.730,2.603,1.194,0.730,1.194,2.056,2.056,2.056,5.248,5.248,1.194,0.730,2.440,2.440,1.541,0.000,0.000,1.541,1.541,1.541,1.820,1.194,0.730,6.733,0.000,11.193,0.000,11.561,0.730,1.541,0.000,1.541,2.389,0.000,0.000,2.389,0.730,0.000,0.730,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,0.730,5.248,1.541,1.194,10.352,1.541,1.541,1.194,6.771,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.198,1.541,1.820,11.608
3.859,1.541,1.879,2.990,0.730,1.194,1.194,0.000,1.820,1.194,2.440,2.056,0.730,1.820,2.056,2.750,2.056,4.201,3.782,1.194,0.000,1.541,1.820,1.541,0.000,1.194,1.541,1.541,1.194,1.820,1.194,2.056,13.873,2.260,0.000,4.597,13.927,0.730,1.194,0.730,1.541,2.527,0.000,0.000,2.527,1.194,0.000,0.000,0.730,0.000,0.730,1.194,2.056,1.820,0.730,1.820,2.056,4.201,0.730,1.541,11.812,1.541,1.541,1.194,11.696,6.022,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,3.011,14.192,1.541,1.820,12.861
6.221,1.541,1.848,2.732,0.730,1.194,1.541,0.730,1.820,0.730,3.933,2.056,0.730,1.820,1.194,2.056,2.056,5.427,5.427,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.820,9.616,2.260,0.000,0.000,9.616,0.730,1.541,0.730,1.541,2.477,0.000,0.000,2.477,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.194,0.730,1.541,1.820,5.173,1.541,1.194,10.617,1.541,1.541,1.194,0.000,5.357,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,1.194,14.194,1.541,1.820,11.775
3.859,1.541,1.969,2.782,0.730,1.194,1.194,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.260,2.056,5.134,5.134,1.194,0.730,2.603,2.260,1.194,8.798,1.541,1.541,1.541,1.820,1.820,1.820,1.194,10.221,2.260,0.000,11.937,13.150,0.730,1.194,0.730,1.541,2.485,0.000,0.000,2.485,0.000,0.000,1.194,0.000,1.541,0.730,1.541,2.440,1.820,0.730,1.820,2.056,5.134,1.194,1.194,10.635,1.541,1.541,1.194,0.000,0.000,0.000,9.758,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.195,1.541,1.820,12.103
7.620,0.730,1.607,2.584,0.730,0.000,1.541,1.541,1.820,1.194,3.618,2.056,0.730,0.730,1.820,2.603,2.056,2.886,2.750,1.194,0.730,2.750,2.750,1.194,10.040,1.194,1.541,1.820,1.541,1.820,1.820,2.056,10.947,2.260,0.000,9.185,12.040,0.730,1.820,0.730,1.541,2.422,11.354,0.000,2.517,0.730,0.000,1.194,0.730,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,2.886,0.730,1.194,10.169,1.541,1.541,1.194,6.935,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.603,14.197,1.541,1.194,12.058
5.685,1.541,1.942,2.801,0.730,1.194,1.194,1.541,1.541,1.194,3.859,2.056,0.730,1.820,1.820,2.440,2.056,1.194,1.194,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,11.705,11.705,0.730,1.820,0.730,1.541,2.398,11.705,0.000,2.515,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,1.194,1.194,1.194,10.585,1.541,1.541,1.194,0.000,5.969,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.603,14.192,1.541,1.820,12.188
5.685,1.541,1.872,2.823,0.730,1.194,0.730,1.194,1.194,1.194,1.820,2.056,0.730,1.820,1.820,2.886,2.056,0.000,0.000,0.730,0.730,2.886,2.886,1.194,12.212,0.730,1.541,1.820,1.194,1.820,1.194,2.260,0.000,2.260,0.000,13.118,13.118,0.730,1.820,0.730,1.541,2.485,13.340,0.000,2.601,0.000,0.000,1.541,0.730,1.541,0.730,1.194,2.886,1.820,0.730,1.820,1.541,0.000,0.730,1.541,10.914,1.541,1.541,1.194,8.014,0.000,4.838,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.192,1.194,1.541,12.992
3.859,1.541,1.848,2.733,0.730,1.194,1.541,0.730,1.820,1.194,3.859,2.056,0.730,1.820,2.056,2.056,2.440,4.792,4.792,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.541,1.820,10.877,2.260,0.000,7.455,11.439,0.730,1.820,0.730,1.541,2.381,0.000,0.000,2.381,0.000,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.000,2.056,1.820,4.745,1.541,0.730,9.406,1.541,1.541,1.194,8.059,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,0.730,14.195,1.541,1.820,11.735
3.859,1.541,1.860,2.816,0.730,1.194,1.541,1.541,1.820,1.194,3.128,1.194,0.730,1.820,2.056,2.260,2.056,1.194,1.194,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.820,1.541,1.820,1.820,1.820,11.955,2.260,0.000,8.285,12.543,0.730,1.820,0.730,1.541,2.450,0.000,0.000,2.450,0.730,0.000,0.730,0.730,1.541,0.730,1.194,2.056,1.820,0.000,2.056,1.820,0.000,1.541,1.194,10.635,1.541,1.541,1.194,0.000,5.357,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.192,1.194,1.541,11.970
6.099,1.194,1.848,2.733,0.730,1.194,1.541,1.541,1.820,1.194,2.603,2.056,0.730,1.820,0.000,2.056,2.440,6.382,3.011,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.194,1.820,1.194,1.820,2.260,0.000,2.260,0.000,10.421,10.421,0.730,1.541,0.000,1.541,2.328,10.421,0.000,2.443,0.000,0.000,0.730,0.000,1.541,0.730,0.000,2.260,1.820,0.000,2.056,1.820,6.022,1.541,0.730,8.930,1.541,1.541,0.730,0.000,0.000,7.397,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.194,1.541,1.820,11.523
7.021,1.541,1.770,2.718,0.730,1.194,1.194,1.541,1.820,1.194,3.530,2.056,0.730,1.541,2.056,2.603,2.056,0.730,0.730,1.194,0.730,2.886,2.886,0.730,7.849,1.194,1.541,1.820,1.541,1.541,0.730,2.056,4.138,2.260,0.000,12.981,13.033,0.730,1.820,0.730,1.541,2.478,0.000,0.000,2.478,0.000,0.000,1.194,0.000,1.194,0.730,1.194,2.260,1.820,0.730,1.820,2.056,0.730,1.194,1.194,10.190,1.541,1.541,1.194,7.021,5.322,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.194,1.541,1.820,12.219
5.969,1.194,1.803,2.784,0.730,1.194,1.194,0.730,1.820,1.194,3.782,0.730,0.000,1.820,1.820,2.440,2.260,6.427,5.685,1.194,0.730,0.730,0.730,1.541,0.000,1.541,1.541,1.194,1.820,1.820,1.820,2.260,0.000,2.260,0.000,10.635,10.635,0.730,1.194,0.730,1.541,2.407,11.535,0.000,2.514,0.000,0.000,1.194,0.000,1.541,0.730,1.541,2.750,1.820,0.000,2.056,1.820,3.859,1.541,1.194,10.169,1.541,1.541,1.194,3.128,3.011,5.803,0.000,0.000,0.000,0.730,1.194,1.194,0.000,1.820,14.198,1.541,1.820,11.849
5.685,1.541,1.886,2.771,0.730,1.194,1.541,1.541,1.820,1.194,3.859,2.056,0.730,1.820,1.820,2.440,2.056,3.128,3.011,1.194,0.730,2.886,2.886,1.194,10.621,1.541,1.541,1.820,1.541,1.820,1.820,2.056,11.293,2.260,0.000,9.163,12.282,0.730,1.820,0.730,1.541,2.434,12.060,0.000,2.543,0.730,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.000,2.056,2.056,3.011,1.194,1.194,10.931,1.541,1.541,1.194,10.635,4.792,0.000,0.000,0.000,0.000,0.730,1.194,1.194,0.000,1.194,14.197,1.541,1.820,12.299
5.685,1.541,1.905,2.774,0.730,1.194,1.541,1.541,1.820,1.194,3.530,2.056,0.730,1.820,1.820,2.603,2.056,1.541,1.194,1.194,0.730,2.886,2.886,1.194,9.350,1.194,1.541,1.820,1.194,1.820,1.541,2.260,0.000,2.260,0.000,12.506,12.506,0.730,1.820,0.730,1.541,2.447,12.946,0.000,2.574,0.000,0.000,1.194,0.730,1.820,0.730,1.194,2.750,1.820,0.730,1.820,1.541,1.541,1.194,1.541,11.680,1.541,1.541,1.194,8.014,7.497,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.194,1.541,1.820,12.667
3.859,1.541,1.896,2.873,0.730,1.194,1.541,1.541,1.820,1.194,3.933,1.194,0.730,1.820,2.056,2.440,2.056,4.970,3.933,1.194,0.730,2.260,2.260,1.194,8.922,1.541,1.541,1.541,1.541,1.820,1.194,2.056,11.868,2.260,0.000,12.222,14.099,0.730,1.541,0.730,1.541,2.556,0.000,0.000,2.556,0.730,0.000,1.194,0.000,1.541,0.730,1.541,2.440,1.194,0.730,1.820,2.056,4.970,1.194,1.194,10.635,1.541,1.541,1.194,9.034,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.198,1.541,1.820,12.101
3.859,1.541,1.893,2.789,0.730,1.194,1.194,1.541,1.820,1.194,3.859,2.056,0.730,1.820,2.056,2.440,2.056,1.820,1.820,1.194,0.730,2.886,2.886,1.194,7.712,1.194,1.541,1.820,1.541,1.820,1.541,2.056,12.162,2.260,0.000,9.951,13.208,0.730,1.820,0.730,1.541,2.491,0.000,0.000,2.491,0.730,0.000,1.194,0.000,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,1.820,1.194,1.194,10.553,1.541,1.541,1.194,7.397,4.437,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.194,1.541,1.820,12.328
4.492,1.194,1.787,2.669,0.730,1.194,1.541,1.541,1.541,1.194,3.782,1.541,0.730,1.820,2.056,1.820,2.260,5.831,5.685,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.194,1.541,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.322,11.322,0.730,1.541,0.730,1.541,2.374,0.000,0.000,2.374,0.000,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.000,2.056,2.056,5.831,1.541,0.730,8.315,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.198,1.541,1.820,11.290
5.357,1.541,1.920,2.840,0.730,1.194,1.541,1.541,1.541,1.194,1.194,2.056,0.730,1.820,1.541,2.440,1.820,5.461,5.461,1.194,0.730,1.820,0.000,1.541,0.000,1.194,1.541,1.541,1.820,1.820,1.820,1.194,10.754,2.260,0.000,11.151,12.888,0.000,1.541,0.730,1.541,2.470,12.077,0.000,2.561,0.000,0.000,1.194,0.000,1.541,0.730,1.541,2.440,1.820,0.730,1.541,2.056,5.461,0.730,1.194,11.019,1.541,1.541,1.194,0.000,3.933,6.917,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.192,1.541,1.820,12.324
3.859,1.541,1.958,2.822,0.730,1.194,1.194,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.440,2.260,4.697,4.697,1.194,0.730,2.260,2.260,1.194,12.434,1.541,1.194,1.541,1.541,1.820,1.194,1.820,13.990,2.260,0.000,9.343,14.516,0.730,1.820,0.730,1.541,2.557,0.000,0.000,2.557,0.730,0.000,1.194,0.000,1.541,0.730,1.541,2.603,1.820,1.194,1.820,2.056,4.697,0.730,1.194,10.352,1.541,1.541,1.194,9.026,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.194,14.194,1.541,1.820,12.405
3.859,1.541,1.882,2.741,0.730,1.194,1.541,1.541,1.541,1.194,3.011,2.056,0.730,1.820,2.056,1.820,2.260,4.201,0.730,1.194,0.730,2.603,2.260,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.820,10.585,2.260,0.000,8.865,11.657,0.730,1.541,0.730,1.541,2.395,0.000,0.000,2.395,0.730,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.000,2.056,1.820,3.859,1.541,1.194,9.460,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.194,1.541,1.820,11.771
5.685,1.541,1.899,2.782,0.730,1.194,1.194,1.541,1.541,1.194,3.438,2.056,0.730,1.820,1.820,2.440,2.056,3.011,3.011,1.194,0.730,2.886,2.886,1.194,4.970,1.541,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,11.615,11.615,0.730,1.194,0.730,1.541,2.403,11.618,0.000,2.515,0.000,0.000,1.194,0.730,1.541,0.730,1.541,2.440,1.820,0.730,1.541,2.056,3.011,0.730,1.194,9.877,1.541,1.541,1.194,0.000,6.533,0.000,0.000,8.955,0.000,0.730,1.820,1.194,0.000,3.128,14.197,1.541,1.820,12.128
3.859,1.541,1.932,2.782,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.056,2.440,5.559,2.440,1.194,0.730,2.440,2.440,1.194,6.733,1.541,1.541,1.541,1.820,1.820,1.820,1.820,9.178,1.194,9.473,9.740,12.359,0.730,1.194,0.730,1.541,2.439,0.000,0.000,2.439,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,3.933,1.541,1.194,10.221,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,0.730,1.194,0.000,2.056,14.198,1.541,1.820,11.884
5.357,1.194,1.848,2.702,0.730,1.194,1.541,1.541,1.541,1.194,3.782,2.056,0.730,1.820,1.820,1.541,2.260,6.554,5.685,0.000,0.730,2.886,2.886,1.541,0.000,1.194,1.194,1.541,0.730,1.820,1.820,2.260,0.000,2.260,0.000,11.641,11.641,0.730,1.194,0.000,1.541,2.394,11.386,0.000,2.504,0.000,0.000,1.194,0.000,1.541,1.194,1.541,2.603,1.820,0.000,2.056,1.820,6.554,1.541,0.730,9.584,1.541,1.541,1.194,0.000,0.000,8.126,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.198,1.541,1.820,11.584
7.873,1.194,1.569,2.503,0.730,1.194,1.541,1.541,1.820,1.194,0.730,2.056,0.730,0.730,1.194,1.820,2.056,4.792,4.792,1.194,0.730,2.056,2.056,1.541,0.000,1.541,1.541,1.541,1.541,1.820,1.194,2.056,10.073,2.260,0.000,0.000,10.073,0.730,1.541,0.730,1.541,2.310,10.073,0.000,2.423,0.730,0.000,0.730,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,1.541,4.792,1.541,0.730,9.002,1.541,1.541,1.194,7.021,6.675,0.000,0.000,0.000,0.000,0.730,0.730,1.194,0.000,3.011,14.197,1.541,1.820,11.419
3.859,1.541,1.896,2.757,0.730,1.194,1.194,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,1.820,2.440,5.427,5.427,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.820,8.395,2.260,0.000,11.238,11.987,0.730,1.820,0.730,1.194,2.416,0.000,0.000,2.416,0.000,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.000,2.056,1.820,5.427,1.541,0.730,8.890,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.195,1.541,1.820,11.819
5.357,1.194,1.803,2.759,0.730,1.194,1.541,1.541,1.820,1.194,2.886,2.056,0.730,1.820,1.541,2.056,2.056,5.685,2.440,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.194,9.294,0.000,5.012,8.987,11.039,0.730,1.541,0.730,1.541,2.437,8.243,0.000,2.467,0.730,0.000,0.730,0.000,1.194,0.730,1.541,2.260,1.194,0.000,2.056,1.820,5.685,1.541,0.730,8.511,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,0.730,14.195,1.541,1.820,11.752
6.448,1.541,1.893,2.790,0.730,1.194,1.541,1.541,1.820,1.194,3.341,2.056,0.730,1.194,2.056,1.820,2.056,5.053,5.053,0.730,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,2.260,0.000,2.260,0.000,13.801,13.801,0.730,1.541,0.000,1.541,2.520,0.000,0.000,2.520,0.000,0.000,1.194,0.000,1.820,1.194,1.541,2.603,1.820,0.000,2.056,1.194,14.198,0.000,0.000,0.000,1.194,1.194,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.198,1.541,1.820,11.824
5.357,1.194,1.848,2.786,0.730,0.730,1.541,1.541,1.541,1.194,3.782,2.056,0.730,1.820,1.820,2.056,2.260,6.635,4.381,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.820,1.820,1.820,1.820,2.260,0.000,2.260,0.000,9.951,9.951,0.730,1.194,0.730,1.541,2.357,10.506,0.000,2.460,0.000,0.000,0.730,0.730,1.194,0.730,1.541,2.056,1.820,0.000,2.056,1.820,5.094,1.541,1.194,9.951,1.541,1.541,1.194,6.073,0.000,7.153,0.000,0.000,0.000,0.730,1.541,1.194,0.000,2.056,14.197,1.541,1.820,11.608
5.685,1.541,1.969,2.816,0.730,1.194,1.541,1.541,1.541,1.194,3.933,2.056,0.730,1.820,1.820,2.260,2.260,5.012,5.012,1.194,0.730,2.886,2.886,1.194,10.635,1.541,1.194,1.541,1.541,1.820,1.820,1.541,9.996,2.260,0.000,9.996,11.819,0.730,1.541,0.730,1.541,2.453,12.011,0.000,2.551,0.000,0.000,1.194,0.730,1.820,0.730,1.194,2.603,1.820,0.730,1.820,2.056,5.012,0.730,0.730,10.318,1.541,1.541,1.194,0.000,6.022,0.000,0.000,8.622,0.000,0.730,1.820,1.194,0.000,2.260,14.197,1.541,1.820,12.173
7.021,1.194,1.686,2.665,0.730,1.194,1.541,1.541,0.730,1.194,3.011,2.056,0.730,1.541,2.056,2.260,2.056,2.603,2.603,0.730,0.730,2.886,2.886,1.194,9.968,1.541,1.194,1.820,1.194,1.541,1.820,2.056,12.648,2.260,0.000,4.792,12.734,0.730,1.820,0.730,1.541,2.474,0.000,0.000,2.474,0.730,0.000,1.194,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,2.056,2.603,0.730,1.194,9.746,1.541,1.541,1.194,0.000,8.093,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.192,1.541,1.820,11.941
